ID;SEBUTAN_JABATAN;organisasi_id;ORGANISASI;jenjang_jabatan_id;JENJANG_JABATAN;job_target_jabatan_id;job_target;PEMIMPIN_UNIT;stream_business_id;STREAM_BUSINESS;profesi_id;PROFESI;STATUS;DIRKOM_ID
434;Vice President Pengendalian Kontrak BBM;21;Kantor Pusat - Divisi Gas dan BBM;3;Manajemen Menengah;;;Non Pemimpin Unit;8;Strategic Electricity Planning;2;Manajemen Energi;ACTV;2
435;Manager Administrasi Kontrak BBM;21;Kantor Pusat - Divisi Gas dan BBM;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;2;Manajemen Energi;ACTV;2
436;Manager Pengendalian BBM;21;Kantor Pusat - Divisi Gas dan BBM;4;Manajemen Dasar;;;Non Pemimpin Unit;8;Strategic Electricity Planning;2;Manajemen Energi;ACTV;2
437;Manager Eksekutif Direksi;9;Kantor Pusat - Direktorat Manajemen Sumber Daya Manusia;3;Manajemen Menengah;;;Non Pemimpin Unit;9;Corporate Planning and Performance;81;Manajemen Kinerja;ACTV;2
438;Executive Vice President Strategi Human Capital;68;Kantor Pusat - Divisi Strategi Human Capital;2;Manajemen Atas;;;Non Pemimpin Unit;10;Corporate and Technical Services;66;Pengembangan Sistem Manajemen SDM dan Organisasi;ACTV;2
439;Vice President Strategi dan Sistem Human Capital;68;Kantor Pusat - Divisi Strategi Human Capital;3;Manajemen Menengah;;;Non Pemimpin Unit;10;Corporate and Technical Services;66;Pengembangan Sistem Manajemen SDM dan Organisasi;ACTV;2
440;Manager Perencanaan Strategi dan Anggaran Human Capital;68;Kantor Pusat - Divisi Strategi Human Capital;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;66;Pengembangan Sistem Manajemen SDM dan Organisasi;ACTV;2
441;Manager Kinerja dan Evaluasi Human Capital;68;Kantor Pusat - Divisi Strategi Human Capital;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;66;Pengembangan Sistem Manajemen SDM dan Organisasi;ACTV;2
442;Manager Kebijakan Human Capital;68;Kantor Pusat - Divisi Strategi Human Capital;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;66;Pengembangan Sistem Manajemen SDM dan Organisasi;ACTV;2
443;Vice President Proses Bisnis dan Evaluasi Organisasi;68;Kantor Pusat - Divisi Strategi Human Capital;3;Manajemen Menengah;;;Non Pemimpin Unit;10;Corporate and Technical Services;66;Pengembangan Sistem Manajemen SDM dan Organisasi;ACTV;2
444;Manager Proses Bisnis;68;Kantor Pusat - Divisi Strategi Human Capital;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;66;Pengembangan Sistem Manajemen SDM dan Organisasi;ACTV;2
445;Manager Evaluasi Organisasi;68;Kantor Pusat - Divisi Strategi Human Capital;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;66;Pengembangan Sistem Manajemen SDM dan Organisasi;ACTV;2
446;Vice President Strategi Organisasi;68;Kantor Pusat - Divisi Strategi Human Capital;3;Manajemen Menengah;;;Non Pemimpin Unit;10;Corporate and Technical Services;66;Pengembangan Sistem Manajemen SDM dan Organisasi;ACTV;2
447;Manager Efektivitas Organisasi Kantor Pusat dan Anak Perusahaan;68;Kantor Pusat - Divisi Strategi Human Capital;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;66;Pengembangan Sistem Manajemen SDM dan Organisasi;ACTV;2
448;Manager Efektivitas Organisasi Unit;68;Kantor Pusat - Divisi Strategi Human Capital;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;66;Pengembangan Sistem Manajemen SDM dan Organisasi;ACTV;2
449;Manager Analisa dan Evaluasi Jabatan;68;Kantor Pusat - Divisi Strategi Human Capital;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;66;Pengembangan Sistem Manajemen SDM dan Organisasi;ACTV;2
450;Vice President Budaya Perusahaan dan Sistem Kompetensi;68;Kantor Pusat - Divisi Strategi Human Capital;3;Manajemen Menengah;;;Non Pemimpin Unit;10;Corporate and Technical Services;66;Pengembangan Sistem Manajemen SDM dan Organisasi;ACTV;2
451;Manager Perencanaan Budaya Perusahaan;68;Kantor Pusat - Divisi Strategi Human Capital;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;66;Pengembangan Sistem Manajemen SDM dan Organisasi;ACTV;2
452;Manager Implementasi Budaya Perusahaan;68;Kantor Pusat - Divisi Strategi Human Capital;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;66;Pengembangan Sistem Manajemen SDM dan Organisasi;ACTV;2
453;Manager Sistem Kompetensi;68;Kantor Pusat - Divisi Strategi Human Capital;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;66;Pengembangan Sistem Manajemen SDM dan Organisasi;ACTV;2
454;Vice President Perencanaan dan Evaluasi Tenaga Kerja;68;Kantor Pusat - Divisi Strategi Human Capital;3;Manajemen Menengah;;;Non Pemimpin Unit;10;Corporate and Technical Services;66;Pengembangan Sistem Manajemen SDM dan Organisasi;ACTV;2
455;Manager Perencanaan Tenaga Kerja;68;Kantor Pusat - Divisi Strategi Human Capital;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;66;Pengembangan Sistem Manajemen SDM dan Organisasi;ACTV;2
456;Manager Efektivitas Tenaga Kerja dan Strategi Alih Daya;68;Kantor Pusat - Divisi Strategi Human Capital;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;66;Pengembangan Sistem Manajemen SDM dan Organisasi;ACTV;2
457;Executive Vice President Pengembangan Talenta;50;Kantor Pusat - Divisi Pengembangan Talenta;2;Manajemen Atas;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
458;Vice President Rekrutmen Human Capital dan Pengembangan Keahlian;50;Kantor Pusat - Divisi Pengembangan Talenta;3;Manajemen Menengah;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
459;Manager Rekrutmen dan Onboarding;50;Kantor Pusat - Divisi Pengembangan Talenta;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
460;Manager Pengembangan Keahlian Human Capital;50;Kantor Pusat - Divisi Pengembangan Talenta;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
461;Vice President Pengembangan Talenta Eksekutif;50;Kantor Pusat - Divisi Pengembangan Talenta;3;Manajemen Menengah;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
462;Manager Pengembangan Eksekutif;50;Kantor Pusat - Divisi Pengembangan Talenta;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
463;Manager Pengembangan Manajemen;50;Kantor Pusat - Divisi Pengembangan Talenta;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
464;Vice President Pengembangan Talenta Korporat;50;Kantor Pusat - Divisi Pengembangan Talenta;3;Manajemen Menengah;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
465;Manager Pengembangan Talenta Kantor Pusat;50;Kantor Pusat - Divisi Pengembangan Talenta;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
466;Manager Pengembangan Talenta Area Human Capital dan Anak Perusahaan;50;Kantor Pusat - Divisi Pengembangan Talenta;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
467;Vice President Manajemen Kinerja Human Capital;50;Kantor Pusat - Divisi Pengembangan Talenta;3;Manajemen Menengah;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
468;Manager Perencanaan Kinerja Human Capital;50;Kantor Pusat - Divisi Pengembangan Talenta;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
469;Manager Manajemen Kinerja Human Capital;50;Kantor Pusat - Divisi Pengembangan Talenta;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
470;Vice President Pengembangan Talenta Area 1;88;PLN Kantor Pusat - Divisi Pengembangan Talenta;3;Manajemen Menengah;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
471;Manager Pengembangan Talenta UIW Aceh;88;PLN Kantor Pusat - Divisi Pengembangan Talenta;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
472;Manager Pengembangan Talenta UIW Sumatera Utara dan UIP Sumbagut;88;PLN Kantor Pusat - Divisi Pengembangan Talenta;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
473;Manager Pengembangan Talenta UIW Riau dan Kepri, UIP Sumbagteng;88;PLN Kantor Pusat - Divisi Pengembangan Talenta;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
474;Vice President Pengembangan Talenta Area 2;88;PLN Kantor Pusat - Divisi Pengembangan Talenta;3;Manajemen Menengah;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
475;Manager Pengembangan Talenta UIW Sumatera Barat;88;PLN Kantor Pusat - Divisi Pengembangan Talenta;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
476;Manager Pengembangan Talenta UIW S2JB, UIW Bangka Belitung dan UIP Sumbagsel;88;PLN Kantor Pusat - Divisi Pengembangan Talenta;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
477;Manager Pengembangan Talenta UID Lampung;88;PLN Kantor Pusat - Divisi Pengembangan Talenta;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
478;Vice President Pengembangan Talenta Area 3;88;PLN Kantor Pusat - Divisi Pengembangan Talenta;3;Manajemen Menengah;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
479;Manager Pengembangan Talenta UIK Sumbagut;88;PLN Kantor Pusat - Divisi Pengembangan Talenta;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
480;Manager Pengembangan Talenta UIK Sumbagsel;88;PLN Kantor Pusat - Divisi Pengembangan Talenta;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
481;Manager Pengembangan Talenta UIP3B Sumatera;88;PLN Kantor Pusat - Divisi Pengembangan Talenta;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
482;Vice President Pengembangan Talenta Area 4;88;PLN Kantor Pusat - Divisi Pengembangan Talenta;3;Manajemen Menengah;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
483;Manager Pengembangan Talenta UIW Kalbar dan UIP Kalbagbar;88;PLN Kantor Pusat - Divisi Pengembangan Talenta;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
484;Manager Pengembangan Talenta UIW Kalselteng;88;PLN Kantor Pusat - Divisi Pengembangan Talenta;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
485;Manager Pengembangan Talenta UIKL Kalimantan;88;PLN Kantor Pusat - Divisi Pengembangan Talenta;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
486;Manager Pengembangan Talenta UIW Kaltimra dan UIP Kalbagtim;88;PLN Kantor Pusat - Divisi Pengembangan Talenta;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
487;Vice President Pengembangan Talenta Area 5;88;PLN Kantor Pusat - Divisi Pengembangan Talenta;3;Manajemen Menengah;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
488;Manager Pengembangan Talenta UID Banten;88;PLN Kantor Pusat - Divisi Pengembangan Talenta;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
489;Manager Pengembangan Talenta UID Jakarta Raya;88;PLN Kantor Pusat - Divisi Pengembangan Talenta;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
490;Manager Pengembangan Talenta UID Jawa Barat;88;PLN Kantor Pusat - Divisi Pengembangan Talenta;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
491;Vice President Pengembangan Talenta Area 6;88;PLN Kantor Pusat - Divisi Pengembangan Talenta;3;Manajemen Menengah;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
492;Manager Pengembangan Talenta UID Jawa Tengah dan DIY;88;PLN Kantor Pusat - Divisi Pengembangan Talenta;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
493;Manager Pengembangan Talenta UID Jawa Timur;88;PLN Kantor Pusat - Divisi Pengembangan Talenta;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
494;Manager Pengembangan Talenta UID Bali;88;PLN Kantor Pusat - Divisi Pengembangan Talenta;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
495;Vice President Pengembangan Talenta Area 7;88;PLN Kantor Pusat - Divisi Pengembangan Talenta;3;Manajemen Menengah;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
496;Manager Pengembangan Talenta UIP2B dan UIT JBB;88;PLN Kantor Pusat - Divisi Pengembangan Talenta;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
497;Manager Pengembangan Talenta UIT JBT;88;PLN Kantor Pusat - Divisi Pengembangan Talenta;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
498;Manager Pengembangan Talenta UIT JBTB;88;PLN Kantor Pusat - Divisi Pengembangan Talenta;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
499;Vice President Pengembangan Talenta Area 8;88;PLN Kantor Pusat - Divisi Pengembangan Talenta;3;Manajemen Menengah;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
500;Manager Pengembangan Talenta Pusdiklat dan UIP JBB;88;PLN Kantor Pusat - Divisi Pengembangan Talenta;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
501;Manager Pengembangan Talenta Pusertif, Puslitbang, Pusharlis dan UIP JBT;88;PLN Kantor Pusat - Divisi Pengembangan Talenta;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
502;Manager Pengembangan Talenta Pusmanpro, UIK TJB dan UIP JBTB;88;PLN Kantor Pusat - Divisi Pengembangan Talenta;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
503;Vice President Pengembangan Talenta Area 9;88;PLN Kantor Pusat - Divisi Pengembangan Talenta;3;Manajemen Menengah;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
504;Manager Pengembangan Talenta UIW Suluttenggo;88;PLN Kantor Pusat - Divisi Pengembangan Talenta;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
505;Manager Pengembangan Talenta UIKL Sulawesi dan UIP Sulawesi;88;PLN Kantor Pusat - Divisi Pengembangan Talenta;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
506;Manager Pengembangan Talenta UIW Sulselrabar;88;PLN Kantor Pusat - Divisi Pengembangan Talenta;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
507;Vice President Pengembangan Talenta Area 10;88;PLN Kantor Pusat - Divisi Pengembangan Talenta;3;Manajemen Menengah;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
508;Manager Pengembangan Talenta UIW NTB dan UIP Nusra;88;PLN Kantor Pusat - Divisi Pengembangan Talenta;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
509;Manager Pengembangan Talenta UIW NTT;88;PLN Kantor Pusat - Divisi Pengembangan Talenta;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
510;Manager Pengembangan Talenta UIW Maluku dan Maluku Utara;88;PLN Kantor Pusat - Divisi Pengembangan Talenta;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
511;Manager Pengembangan Talenta UIW Papua dan Papua Barat, UIP Maluku Papua;88;PLN Kantor Pusat - Divisi Pengembangan Talenta;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;67;Manajemen Talenta;ACTV;2
512;Executive Vice President Pelayanan Human Capital;40;Kantor Pusat - Divisi Pelayanan Human Capital;2;Manajemen Atas;;;Non Pemimpin Unit;10;Corporate and Technical Services;68;Administrasi SDM;ACTV;2
513;Vice President Infrastruktur Human Capital dan Pelayanan Data;40;Kantor Pusat - Divisi Pelayanan Human Capital;3;Manajemen Menengah;;;Non Pemimpin Unit;10;Corporate and Technical Services;68;Administrasi SDM;ACTV;2
514;Manager Desain Pelayanan Human Capital and Quality Control;40;Kantor Pusat - Divisi Pelayanan Human Capital;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;68;Administrasi SDM;ACTV;2
515;Manager Sistem Informasi Human Capital;40;Kantor Pusat - Divisi Pelayanan Human Capital;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;68;Administrasi SDM;ACTV;2
516;Manager Pelayanan Data Human Capital dan Purnakarya;40;Kantor Pusat - Divisi Pelayanan Human Capital;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;68;Administrasi SDM;ACTV;2
517;Manager Human Capital Help Center;40;Kantor Pusat - Divisi Pelayanan Human Capital;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;68;Administrasi SDM;ACTV;2
518;Vice President Hubungan Industrial;40;Kantor Pusat - Divisi Pelayanan Human Capital;3;Manajemen Menengah;;;Non Pemimpin Unit;10;Corporate and Technical Services;69;Hubungan Industrial;ACTV;2
519;Manager Manajemen Hubungan Industrial;40;Kantor Pusat - Divisi Pelayanan Human Capital;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;69;Hubungan Industrial;ACTV;2
520;Manager Penyelesaian Permasalahan Hubungan Industrial;40;Kantor Pusat - Divisi Pelayanan Human Capital;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;69;Hubungan Industrial;ACTV;2
521;Vice President Pelayanan Remunerasi Human Capital;40;Kantor Pusat - Divisi Pelayanan Human Capital;3;Manajemen Menengah;;;Non Pemimpin Unit;10;Corporate and Technical Services;68;Administrasi SDM;ACTV;2
522;Manager Pelayanan Kompensasi Human Capital;40;Kantor Pusat - Divisi Pelayanan Human Capital;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;68;Administrasi SDM;ACTV;2
523;Manager Dana Pensiun dan Jaminan Sosial;40;Kantor Pusat - Divisi Pelayanan Human Capital;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;68;Administrasi SDM;ACTV;2
524;Manager Health Care Provider;40;Kantor Pusat - Divisi Pelayanan Human Capital;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;68;Administrasi SDM;ACTV;2
525;Manager Health Care Services;40;Kantor Pusat - Divisi Pelayanan Human Capital;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;68;Administrasi SDM;ACTV;2
526;Vice President Kemitraan Tenaga Kerja;40;Kantor Pusat - Divisi Pelayanan Human Capital;3;Manajemen Menengah;;;Non Pemimpin Unit;10;Corporate and Technical Services;69;Hubungan Industrial;ACTV;2
527;Manager Monitoring Kemitraan Tenaga Kerja;40;Kantor Pusat - Divisi Pelayanan Human Capital;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;69;Hubungan Industrial;ACTV;2
528;Vice President Pelayanan Human Capital Regional Jawa, Madura dan Bali;40;Kantor Pusat - Divisi Pelayanan Human Capital;3;Manajemen Menengah;;;Non Pemimpin Unit;10;Corporate and Technical Services;68;Administrasi SDM;ACTV;2
529;Manager Pelayanan Human Capital Banten dan Jakarta Raya;40;Kantor Pusat - Divisi Pelayanan Human Capital;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;68;Administrasi SDM;ACTV;2
530;Manager Pelayanan Human Capital Jawa Barat;40;Kantor Pusat - Divisi Pelayanan Human Capital;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;68;Administrasi SDM;ACTV;2
531;Manager Pelayanan Human Capital Jawa Tengah dan DIY;40;Kantor Pusat - Divisi Pelayanan Human Capital;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;68;Administrasi SDM;ACTV;2
532;Manager Pelayanan Human Capital Jawa Timur dan Bali;40;Kantor Pusat - Divisi Pelayanan Human Capital;4;Manajemen Dasar;;;Non Pemimpin Unit;10;Corporate and Technical Services;68;Administrasi SDM;ACTV;2
